transaction_id,customer_id,transaction_ts,amount,merchant,merchant_category,country,payment_type,status
TXN5300,CUST038,2024-01-03 03:06:00,9780.92,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5301,CUST037,2024-01-03 13:05:00,29533.64,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5302,CUST010,2024-01-03 04:27:00,15855.07,Amazon,ECOMMERCE,IN,WALLET,SUCCESS
TXN5303,CUST038,2024-01-03 15:34:00,-541.21,Binance,CRYPTO,IN,UPI,FAILED
TXN5304,CUST037,2024-01-03 23:47:00,20239.52,Bet365,GAMBLING,IN,CARD,FAILED
TXN5305,CUST019,2024-01-03 20:40:00,4441.81,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5306,CUST035,2024-01-03 20:39:00,9805.89,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5307,CUST024,2024-01-03 23:54:00,3699.63,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5308,CUST019,2024-01-03 05:54:00,20042.26,Swiggy,FOOD,IN,CARD,FAILED
TXN5309,CUST021,2024-01-03 18:12:00,-955.72,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5310,CUST002,2024-01-03 12:07:00,15937.6,Binance,CRYPTO,IN,CARD,FAILED
TXN5311,CUST048,2024-01-03 00:50:00,-435.3,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5312,CUST033,2024-01-03 12:43:00,2722.24,Binance,CRYPTO,IN,UPI,FAILED
TXN5313,CUST039,2024-01-03 08:50:00,24007.67,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5314,CUST006,2024-01-03 11:01:00,17751.98,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5315,CUST032,2024-01-03 11:55:00,1332.35,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5316,CUST041,2024-01-03 14:55:00,12945.08,Binance,CRYPTO,IN,CARD,FAILED
TXN5317,CUST045,2024-01-03 17:16:00,29273.88,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5318,CUST018,2024-01-03 10:05:00,6288.74,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5319,CUST041,2024-01-03 03:45:00,-513.36,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5320,CUST014,2024-01-03 18:33:00,20485.89,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5321,CUST003,2024-01-03 20:53:00,25654.67,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5322,CUST018,2024-01-03 18:49:00,-480.38,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5323,CUST020,2024-01-03 05:48:00,2377.0,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5324,CUST039,2024-01-03 22:12:00,16773.04,Binance,CRYPTO,IN,UPI,FAILED
TXN5325,CUST016,2024-01-03 09:44:00,17145.55,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5326,,2024-01-03 03:21:00,16611.3,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5327,CUST021,2024-01-03 19:26:00,13455.66,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5328,CUST002,2024-01-03 22:08:00,21761.69,Binance,CRYPTO,IN,UPI,SUCCESS
TXN5329,CUST012,2024-01-03 18:56:00,25923.63,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5330,CUST005,2024-01-03 17:54:00,24326.13,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5331,CUST027,2024-01-03 20:35:00,1483.55,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5332,CUST009,2024-01-03 15:13:00,27046.65,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5333,CUST016,2024-01-03 08:49:00,25577.15,Binance,CRYPTO,IN,UPI,FAILED
TXN5334,CUST043,2024-01-03 15:29:00,20088.68,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5335,CUST030,2024-01-03 09:01:00,7660.49,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5336,CUST041,2024-01-03 20:06:00,20842.84,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5337,CUST017,2024-01-03 03:22:00,24040.98,Binance,CRYPTO,IN,CARD,FAILED
TXN5338,CUST034,2024-01-03 12:09:00,21066.08,Uber,TRAVEL,IN,CARD,FAILED
TXN5339,CUST043,2024-01-03 07:52:00,5429.78,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5340,,2024-01-03 20:13:00,24411.37,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5341,CUST001,2024-01-03 04:30:00,10992.43,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5342,CUST027,2024-01-03 05:07:00,12728.68,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5343,CUST004,2024-01-03 02:04:00,3427.42,Swiggy,FOOD,IN,UPI,FAILED
TXN5344,CUST038,2024-01-03 09:38:00,9013.88,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5345,CUST025,2024-01-03 12:44:00,28170.49,Amazon,ECOMMERCE,IN,CARD,SUCCESS
TXN5346,CUST022,2024-01-03 23:21:00,12374.35,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5347,CUST020,2024-01-03 13:17:00,14857.48,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5348,CUST029,2024-01-03 06:03:00,24425.57,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5349,CUST017,2024-01-03 12:56:00,9513.05,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5350,CUST008,2024-01-03 10:37:00,4674.67,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5351,CUST040,2024-01-03 05:46:00,3186.26,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5352,CUST010,2024-01-03 01:46:00,26916.27,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5353,CUST033,2024-01-03 21:32:00,-456.22,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5354,CUST017,2024-01-03 00:34:00,1944.58,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
