transaction_id,customer_id,transaction_ts,amount,merchant,merchant_category,country,payment_type,status
TXN5000,CUST011,2024-01-01 23:02:00,19022.58,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5001,CUST038,2024-01-01 14:33:00,1405.02,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5002,CUST004,2024-01-01 08:26:00,27954.67,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5003,CUST022,2024-01-01 22:57:00,24454.0,Binance,CRYPTO,IN,UPI,SUCCESS
TXN5004,CUST023,2024-01-01 00:55:00,8305.57,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5005,CUST027,2024-01-01 00:04:00,26215.04,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5006,CUST023,2024-01-01 17:25:00,6100.25,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5007,CUST040,2024-01-01 19:33:00,28575.64,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5008,CUST041,2024-01-01 14:05:00,2425.21,Binance,CRYPTO,IN,WALLET,FAILED
TXN5009,,2024-01-01 06:18:00,28323.78,Uber,TRAVEL,IN,UPI,FAILED
TXN5010,,2024-01-01 03:58:00,21715.92,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5011,CUST047,2024-01-01 17:23:00,4013.49,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5012,CUST036,2024-01-01 15:49:00,14263.43,Swiggy,FOOD,IN,WALLET,FAILED
TXN5013,CUST003,2024-01-01 07:03:00,18603.87,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5014,CUST013,2024-01-01 07:41:00,25750.66,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5015,CUST049,2024-01-01 18:06:00,27162.28,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5016,CUST031,2024-01-01 04:37:00,2699.48,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5017,CUST001,2024-01-01 23:09:00,13174.53,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5018,,2024-01-01 15:23:00,6288.13,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5019,CUST023,2024-01-01 03:43:00,9459.18,Binance,CRYPTO,IN,UPI,SUCCESS
TXN5020,CUST027,2024-01-01 02:34:00,2317.4,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5021,CUST038,2024-01-01 08:01:00,7223.14,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN5022,CUST043,2024-01-01 09:05:00,19667.02,Bet365,GAMBLING,IN,UPI,FAILED
TXN5023,CUST027,2024-01-01 11:02:00,10416.15,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5024,CUST009,2024-01-01 07:38:00,27605.21,Bet365,GAMBLING,IN,CARD,FAILED
TXN5025,CUST042,2024-01-01 22:56:00,5283.8,Swiggy,FOOD,IN,WALLET,FAILED
TXN5026,CUST049,2024-01-01 07:16:00,3212.33,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5027,CUST035,2024-01-01 22:38:00,325.96,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5028,CUST045,2024-01-01 22:08:00,21352.24,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5029,CUST032,2024-01-01 09:45:00,11700.15,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN5030,CUST009,2024-01-01 19:02:00,17380.83,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5031,CUST022,2024-01-01 05:37:00,20696.31,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5032,CUST029,2024-01-01 16:13:00,23786.15,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5033,CUST007,2024-01-01 14:14:00,26407.84,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5034,CUST048,2024-01-01 10:12:00,554.72,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5035,CUST010,2024-01-01 11:07:00,5310.97,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5036,CUST026,2024-01-01 05:39:00,6412.65,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5037,CUST040,2024-01-01 23:04:00,6532.31,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5038,,2024-01-01 22:04:00,23404.54,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5039,CUST048,2024-01-01 07:31:00,25090.94,Binance,CRYPTO,IN,UPI,FAILED
TXN5040,,2024-01-01 15:04:00,20207.3,Swiggy,FOOD,IN,WALLET,FAILED
TXN5041,CUST016,2024-01-01 09:10:00,4284.75,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5042,CUST020,2024-01-01 16:04:00,26662.55,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5043,CUST013,2024-01-01 19:05:00,20665.86,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5044,CUST032,2024-01-01 16:31:00,25148.79,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5045,CUST001,2024-01-01 17:01:00,3651.08,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5046,CUST025,2024-01-01 01:11:00,2902.93,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5047,,2024-01-01 22:07:00,1324.18,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5048,CUST032,2024-01-01 04:44:00,4212.05,Bet365,GAMBLING,IN,CARD,FAILED
TXN5049,CUST006,2024-01-01 01:34:00,8100.04,Bet365,GAMBLING,IN,UPI,FAILED
TXN5050,CUST014,2024-01-01 18:58:00,26665.77,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5051,CUST013,2024-01-01 10:28:00,26978.88,Bet365,GAMBLING,IN,WALLET,FAILED
TXN5052,CUST027,2024-01-01 06:22:00,9537.55,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5053,CUST008,2024-01-01 16:57:00,24305.3,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5054,,2024-01-01 20:05:00,21997.87,Bet365,GAMBLING,IN,CARD,FAILED
TXN5055,CUST011,2024-01-01 00:07:00,17755.11,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5056,CUST007,2024-01-01 00:45:00,13235.83,Binance,CRYPTO,IN,UPI,FAILED
TXN5057,CUST048,2024-01-01 02:14:00,15598.48,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5058,CUST010,2024-01-01 03:36:00,4330.18,MakeMyTrip,TRAVEL,IN,UPI,FAILED
TXN5059,CUST020,2024-01-01 01:57:00,27980.24,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5060,CUST035,2024-01-01 06:56:00,5175.07,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5061,CUST047,2024-01-01 12:12:00,24911.72,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5062,,2024-01-01 10:23:00,3440.17,Binance,CRYPTO,IN,WALLET,FAILED
TXN5063,CUST009,2024-01-01 08:05:00,3054.02,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5064,CUST030,2024-01-01 12:53:00,18815.89,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5065,CUST006,2024-01-01 00:09:00,9078.43,Swiggy,FOOD,IN,UPI,FAILED
TXN5066,CUST007,2024-01-01 20:48:00,-253.69,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5067,CUST034,2024-01-01 12:02:00,722.83,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5068,CUST038,2024-01-01 12:03:00,15723.28,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5069,CUST012,2024-01-01 18:40:00,15499.05,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5070,CUST047,2024-01-01 14:21:00,28784.41,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5071,CUST039,2024-01-01 10:14:00,10321.67,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5072,CUST020,2024-01-01 04:00:00,20944.37,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5073,CUST038,2024-01-01 22:01:00,1483.21,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5074,CUST029,2024-01-01 02:00:00,10012.73,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5075,CUST041,2024-01-01 03:20:00,17223.21,Bet365,GAMBLING,IN,CARD,FAILED
TXN5076,CUST029,2024-01-01 10:47:00,-321.02,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5077,CUST042,2024-01-01 03:48:00,19224.48,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5078,CUST018,2024-01-01 04:58:00,13558.0,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5079,,2024-01-01 12:12:00,17053.73,Uber,TRAVEL,IN,WALLET,FAILED
TXN5080,CUST015,2024-01-01 13:10:00,8591.17,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5081,CUST023,2024-01-01 19:13:00,7261.77,Bet365,GAMBLING,IN,UPI,FAILED
TXN5082,CUST024,2024-01-01 23:52:00,17836.79,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5083,CUST020,2024-01-01 07:19:00,21947.42,Uber,TRAVEL,IN,WALLET,FAILED
TXN5084,CUST009,2024-01-01 19:55:00,6675.78,Bet365,GAMBLING,IN,CARD,FAILED
TXN5085,CUST023,2024-01-01 21:21:00,23106.91,Swiggy,FOOD,IN,WALLET,SUCCESS
