transaction_id,customer_id,transaction_ts,amount,merchant,merchant_category,country,payment_type,status
TXN5750,,2024-01-06 11:33:00,20781.97,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5751,CUST003,2024-01-06 01:34:00,10738.15,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5752,CUST030,2024-01-06 14:52:00,5339.24,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN5753,CUST031,2024-01-06 07:08:00,27004.76,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5754,CUST007,2024-01-06 07:21:00,5787.75,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5755,CUST006,2024-01-06 17:11:00,29728.38,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5756,CUST039,2024-01-06 03:49:00,9758.19,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5757,CUST032,2024-01-06 20:12:00,3336.74,Binance,CRYPTO,IN,CARD,FAILED
TXN5758,CUST029,2024-01-06 10:12:00,9494.99,Uber,TRAVEL,IN,UPI,FAILED
TXN5759,CUST038,2024-01-06 08:49:00,6972.67,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5760,CUST046,2024-01-06 08:18:00,20081.03,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5761,CUST015,2024-01-06 19:40:00,29630.42,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5762,CUST009,2024-01-06 20:15:00,22000.21,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5763,CUST016,2024-01-06 21:53:00,28939.23,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5764,CUST025,2024-01-06 09:21:00,20981.66,Swiggy,FOOD,IN,CARD,FAILED
TXN5765,CUST041,2024-01-06 01:29:00,28246.55,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5766,CUST014,2024-01-06 13:24:00,27811.76,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5767,CUST048,2024-01-06 00:22:00,10793.83,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5768,CUST009,2024-01-06 17:58:00,10819.34,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5769,,2024-01-06 19:54:00,3788.02,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5770,CUST017,2024-01-06 19:20:00,23299.36,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5771,CUST007,2024-01-06 04:50:00,14629.75,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5772,CUST022,2024-01-06 19:53:00,-711.12,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5773,CUST017,2024-01-06 04:57:00,-86.9,Amazon,ECOMMERCE,IN,CARD,SUCCESS
TXN5774,CUST028,2024-01-06 07:18:00,2895.34,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5775,CUST038,2024-01-06 12:54:00,24469.7,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5776,CUST033,2024-01-06 23:03:00,13789.88,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5777,CUST029,2024-01-06 11:34:00,24810.59,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5778,CUST046,2024-01-06 15:51:00,666.32,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5779,CUST023,2024-01-06 11:35:00,7914.6,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5780,CUST022,2024-01-06 08:12:00,11024.04,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5781,CUST012,2024-01-06 01:40:00,13886.06,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5782,CUST048,2024-01-06 10:25:00,17904.75,Binance,CRYPTO,IN,UPI,FAILED
TXN5783,CUST001,2024-01-06 06:18:00,15108.83,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5784,CUST011,2024-01-06 04:14:00,606.44,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5785,CUST035,2024-01-06 12:17:00,3345.55,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5786,CUST040,2024-01-06 20:28:00,19381.32,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5787,CUST004,2024-01-06 14:26:00,-51.44,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5788,CUST037,2024-01-06 19:51:00,11593.22,Netflix,ENTERTAINMENT,IN,CARD,FAILED
TXN5789,CUST037,2024-01-06 19:55:00,1108.49,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5790,CUST025,2024-01-06 02:31:00,21630.38,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5791,CUST043,2024-01-06 22:50:00,23755.55,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5792,CUST049,2024-01-06 07:00:00,3562.81,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5793,CUST049,2024-01-06 19:29:00,19543.84,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5794,CUST011,2024-01-06 07:46:00,24001.57,Amazon,ECOMMERCE,IN,CARD,SUCCESS
TXN5795,CUST049,2024-01-06 20:45:00,24910.31,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5796,CUST012,2024-01-06 16:22:00,2779.84,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5797,CUST008,2024-01-06 18:43:00,21568.08,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5798,CUST036,2024-01-06 19:19:00,13774.12,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5799,CUST048,2024-01-06 11:48:00,9437.64,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5800,CUST021,2024-01-06 22:05:00,13272.14,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5801,CUST012,2024-01-06 11:38:00,27571.54,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5802,CUST049,2024-01-06 17:13:00,18806.95,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5803,CUST004,2024-01-06 14:23:00,-391.89,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5804,CUST036,2024-01-06 18:40:00,27220.66,Uber,TRAVEL,IN,UPI,FAILED
