transaction_id,customer_id,transaction_ts,amount,merchant,merchant_category,country,payment_type,status
TXN6200,CUST007,2024-01-09 05:28:00,23633.58,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN6201,CUST029,2024-01-09 12:44:00,14984.93,Uber,TRAVEL,IN,UPI,FAILED
TXN6202,CUST040,2024-01-09 23:49:00,16933.34,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN6203,,2024-01-09 10:46:00,15710.04,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN6204,CUST017,2024-01-09 21:55:00,15643.99,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN6205,,2024-01-09 13:30:00,11554.78,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN6206,CUST006,2024-01-09 22:26:00,10585.15,Amazon,ECOMMERCE,IN,WALLET,SUCCESS
TXN6207,CUST029,2024-01-09 01:00:00,2402.14,Amazon,ECOMMERCE,IN,WALLET,SUCCESS
TXN6208,CUST031,2024-01-09 17:11:00,22590.69,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6209,CUST048,2024-01-09 08:10:00,14596.69,Binance,CRYPTO,IN,UPI,SUCCESS
TXN6210,,2024-01-09 15:41:00,29746.83,Bet365,GAMBLING,IN,UPI,FAILED
TXN6211,CUST007,2024-01-09 13:05:00,8090.67,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN6212,CUST038,2024-01-09 14:13:00,5885.42,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN6213,CUST015,2024-01-09 09:11:00,-228.86,Binance,CRYPTO,IN,CARD,SUCCESS
TXN6214,CUST050,2024-01-09 19:33:00,-547.9,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN6215,CUST006,2024-01-09 02:18:00,17167.55,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN6216,CUST027,2024-01-09 12:04:00,11098.09,Swiggy,FOOD,IN,CARD,SUCCESS
TXN6217,CUST036,2024-01-09 23:59:00,28101.93,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN6218,CUST026,2024-01-09 03:40:00,25193.81,Netflix,ENTERTAINMENT,IN,CARD,FAILED
TXN6219,CUST034,2024-01-09 18:47:00,26311.9,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN6220,CUST036,2024-01-09 16:23:00,29316.46,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN6221,CUST023,2024-01-09 17:43:00,11793.66,Bet365,GAMBLING,IN,CARD,FAILED
TXN6222,CUST009,2024-01-09 08:16:00,25031.95,MakeMyTrip,TRAVEL,IN,UPI,FAILED
TXN6223,CUST046,2024-01-09 17:00:00,19329.21,Binance,CRYPTO,IN,UPI,FAILED
TXN6224,CUST043,2024-01-09 05:52:00,12979.08,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN6225,CUST008,2024-01-09 07:44:00,24316.41,Bet365,GAMBLING,IN,CARD,FAILED
TXN6226,CUST001,2024-01-09 12:26:00,18837.4,Netflix,ENTERTAINMENT,IN,CARD,FAILED
TXN6227,CUST030,2024-01-09 14:33:00,17048.82,Bet365,GAMBLING,IN,CARD,FAILED
TXN6228,CUST028,2024-01-09 02:26:00,6198.54,Bet365,GAMBLING,IN,UPI,FAILED
TXN6229,CUST006,2024-01-09 12:52:00,20880.23,Uber,TRAVEL,IN,UPI,FAILED
TXN6230,CUST039,2024-01-09 13:20:00,14147.87,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN6231,,2024-01-09 14:59:00,11801.77,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN6232,CUST037,2024-01-09 18:48:00,7467.83,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN6233,CUST001,2024-01-09 13:18:00,1152.17,Swiggy,FOOD,IN,CARD,FAILED
TXN6234,CUST037,2024-01-09 02:00:00,6636.82,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN6235,CUST041,2024-01-09 08:29:00,7046.94,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN6236,CUST035,2024-01-09 03:41:00,20612.4,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN6237,CUST004,2024-01-09 04:24:00,6843.2,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN6238,CUST024,2024-01-09 13:33:00,22517.0,Binance,CRYPTO,IN,UPI,FAILED
TXN6239,CUST045,2024-01-09 11:36:00,13086.57,Uber,TRAVEL,IN,CARD,SUCCESS
TXN6240,CUST001,2024-01-09 19:09:00,3840.91,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN6241,CUST030,2024-01-09 02:34:00,-394.45,Bet365,GAMBLING,IN,UPI,FAILED
TXN6242,CUST012,2024-01-09 03:38:00,18382.02,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN6243,CUST012,2024-01-09 05:14:00,8833.55,Binance,CRYPTO,IN,UPI,FAILED
TXN6244,CUST020,2024-01-09 05:00:00,27313.38,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN6245,CUST049,2024-01-09 03:11:00,18320.05,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN6246,CUST017,2024-01-09 12:29:00,26369.85,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN6247,CUST005,2024-01-09 06:25:00,5537.59,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN6248,,2024-01-09 18:19:00,20216.85,Binance,CRYPTO,IN,CARD,SUCCESS
TXN6249,CUST037,2024-01-09 16:32:00,4987.2,Swiggy,FOOD,IN,UPI,SUCCESS
TXN6250,CUST027,2024-01-09 03:30:00,18292.17,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN6251,CUST007,2024-01-09 05:09:00,25825.5,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN6252,CUST003,2024-01-09 07:01:00,16627.7,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN6253,CUST012,2024-01-09 21:15:00,15705.66,Uber,TRAVEL,IN,CARD,SUCCESS
TXN6254,CUST030,2024-01-09 06:26:00,2800.93,Swiggy,FOOD,IN,CARD,FAILED
TXN6255,CUST036,2024-01-09 22:55:00,26710.4,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN6256,CUST020,2024-01-09 16:31:00,21145.46,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN6257,CUST006,2024-01-09 00:18:00,24221.61,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN6258,CUST038,2024-01-09 15:25:00,11142.46,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN6259,CUST005,2024-01-09 19:20:00,343.96,Netflix,ENTERTAINMENT,IN,CARD,FAILED
TXN6260,CUST042,2024-01-09 07:50:00,6481.16,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN6261,CUST048,2024-01-09 09:28:00,221.38,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN6262,CUST005,2024-01-09 13:23:00,17579.59,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN6263,CUST014,2024-01-09 17:08:00,14362.77,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN6264,CUST009,2024-01-09 23:16:00,12522.54,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN6265,CUST004,2024-01-09 14:33:00,23554.7,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN6266,CUST041,2024-01-09 21:34:00,19265.54,Swiggy,FOOD,IN,CARD,SUCCESS
TXN6267,CUST034,2024-01-09 21:27:00,10247.2,Bet365,GAMBLING,IN,UPI,FAILED
TXN6268,CUST015,2024-01-09 01:48:00,15324.52,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN6269,CUST047,2024-01-09 13:03:00,10344.52,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6270,CUST039,2024-01-09 01:10:00,15831.96,Netflix,ENTERTAINMENT,IN,CARD,FAILED
TXN6271,CUST019,2024-01-09 06:33:00,29831.02,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN6272,CUST042,2024-01-09 03:28:00,15911.75,Binance,CRYPTO,IN,UPI,SUCCESS
TXN6273,CUST018,2024-01-09 20:26:00,23320.81,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6274,CUST010,2024-01-09 02:39:00,27436.51,Uber,TRAVEL,IN,CARD,FAILED
TXN6275,CUST024,2024-01-09 10:53:00,20714.29,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN6276,CUST050,2024-01-09 01:22:00,-800.61,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN6277,CUST020,2024-01-09 14:08:00,15778.37,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6278,CUST008,2024-01-09 13:44:00,24749.54,Binance,CRYPTO,IN,CARD,SUCCESS
TXN6279,CUST006,2024-01-09 06:32:00,7015.43,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN6280,CUST042,2024-01-09 00:06:00,28070.08,Swiggy,FOOD,IN,CARD,SUCCESS
TXN6281,CUST033,2024-01-09 05:19:00,13505.06,Binance,CRYPTO,IN,CARD,SUCCESS
TXN6282,CUST011,2024-01-09 12:03:00,147.95,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN6283,CUST019,2024-01-09 15:19:00,15714.4,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN6284,CUST008,2024-01-09 09:12:00,10984.67,Swiggy,FOOD,IN,UPI,FAILED
TXN6285,CUST006,2024-01-09 01:14:00,21835.05,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN6286,CUST018,2024-01-09 03:59:00,4741.99,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN6287,CUST004,2024-01-09 21:49:00,12907.64,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN6288,CUST003,2024-01-09 19:13:00,22429.11,Bet365,GAMBLING,IN,UPI,FAILED
TXN6289,CUST029,2024-01-09 08:34:00,5311.12,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN6290,CUST002,2024-01-09 05:01:00,27016.97,Binance,CRYPTO,IN,WALLET,FAILED
TXN6291,,2024-01-09 12:04:00,4424.37,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN6292,CUST045,2024-01-09 17:12:00,2834.87,Binance,CRYPTO,IN,CARD,FAILED
TXN6293,CUST004,2024-01-09 00:16:00,6114.21,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN6294,CUST031,2024-01-09 00:55:00,21838.82,Bet365,GAMBLING,IN,CARD,FAILED
TXN6295,CUST021,2024-01-09 09:15:00,24831.14,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN6296,CUST021,2024-01-09 05:39:00,29021.84,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6297,CUST015,2024-01-09 06:50:00,27057.33,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN6298,CUST015,2024-01-09 08:05:00,11986.57,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN6299,CUST015,2024-01-09 08:42:00,7029.76,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN6300,,2024-01-09 06:20:00,22244.98,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN6301,CUST030,2024-01-09 22:32:00,25263.25,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN6302,CUST007,2024-01-09 00:36:00,18445.06,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN6303,CUST045,2024-01-09 15:35:00,21119.05,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6304,CUST031,2024-01-09 03:54:00,13542.85,Swiggy,FOOD,IN,CARD,FAILED
TXN6305,CUST005,2024-01-09 23:44:00,16952.88,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN6306,CUST028,2024-01-09 04:34:00,13196.97,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN6307,CUST002,2024-01-09 18:23:00,26306.09,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN6308,CUST030,2024-01-09 19:27:00,10087.84,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN6309,CUST045,2024-01-09 04:02:00,11598.33,Uber,TRAVEL,IN,UPI,SUCCESS
TXN6310,CUST035,2024-01-09 16:32:00,17695.2,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN6311,CUST025,2024-01-09 15:11:00,-845.98,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN6312,CUST046,2024-01-09 00:40:00,25754.65,Amazon,ECOMMERCE,IN,UPI,FAILED
