transaction_id,customer_id,transaction_ts,amount,merchant,merchant_category,country,payment_type,status
TXN5450,,2024-01-04 20:56:00,7298.72,Binance,CRYPTO,IN,WALLET,FAILED
TXN5451,CUST036,2024-01-04 04:37:00,18122.24,Bet365,GAMBLING,IN,CARD,FAILED
TXN5452,CUST030,2024-01-04 06:52:00,17368.03,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5453,CUST029,2024-01-04 14:45:00,28407.34,Swiggy,FOOD,IN,CARD,FAILED
TXN5454,CUST040,2024-01-04 19:15:00,25430.6,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5455,CUST040,2024-01-04 21:58:00,23824.35,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5456,CUST035,2024-01-04 19:42:00,19535.84,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5457,,2024-01-04 23:54:00,13445.21,Bet365,GAMBLING,IN,UPI,FAILED
TXN5458,CUST030,2024-01-04 01:55:00,1819.4,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5459,CUST043,2024-01-04 01:56:00,10405.82,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5460,CUST034,2024-01-04 12:05:00,20602.32,Swiggy,FOOD,IN,UPI,FAILED
TXN5461,CUST018,2024-01-04 03:38:00,13968.94,Binance,CRYPTO,IN,UPI,FAILED
TXN5462,CUST049,2024-01-04 11:04:00,3156.18,Bet365,GAMBLING,IN,UPI,FAILED
TXN5463,CUST026,2024-01-04 10:13:00,29866.43,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5464,CUST041,2024-01-04 15:21:00,2499.56,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5465,CUST026,2024-01-04 07:13:00,20627.01,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5466,CUST048,2024-01-04 19:34:00,12864.05,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5467,CUST032,2024-01-04 18:18:00,24416.34,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5468,CUST033,2024-01-04 07:08:00,28090.26,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5469,CUST026,2024-01-04 03:42:00,26233.28,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5470,CUST013,2024-01-04 14:04:00,12772.72,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN5471,CUST042,2024-01-04 22:13:00,1416.62,Uber,TRAVEL,IN,WALLET,FAILED
TXN5472,CUST009,2024-01-04 00:50:00,28209.75,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5473,CUST050,2024-01-04 15:23:00,10978.17,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5474,CUST005,2024-01-04 23:20:00,26672.23,Binance,CRYPTO,IN,CARD,FAILED
TXN5475,CUST014,2024-01-04 00:35:00,3996.58,Swiggy,FOOD,IN,WALLET,FAILED
TXN5476,CUST004,2024-01-04 23:05:00,7533.17,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5477,CUST043,2024-01-04 06:48:00,6558.01,Uber,TRAVEL,IN,UPI,FAILED
TXN5478,CUST042,2024-01-04 01:40:00,9480.17,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5479,CUST023,2024-01-04 04:43:00,28369.81,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5480,CUST004,2024-01-04 00:10:00,-184.56,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5481,CUST021,2024-01-04 18:14:00,21345.93,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5482,,2024-01-04 14:54:00,793.09,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5483,CUST023,2024-01-04 21:25:00,-724.05,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN5484,CUST038,2024-01-04 16:38:00,4238.84,MakeMyTrip,TRAVEL,IN,WALLET,SUCCESS
TXN5485,CUST045,2024-01-04 21:24:00,17468.78,Swiggy,FOOD,IN,UPI,SUCCESS
TXN5486,CUST008,2024-01-04 10:45:00,2600.1,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5487,CUST009,2024-01-04 00:22:00,4146.81,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5488,CUST036,2024-01-04 19:56:00,25913.94,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN5489,CUST026,2024-01-04 04:01:00,22303.22,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5490,CUST040,2024-01-04 20:16:00,3723.45,Flipkart,ECOMMERCE,IN,UPI,SUCCESS
TXN5491,CUST013,2024-01-04 20:20:00,22548.6,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5492,CUST023,2024-01-04 21:24:00,1283.37,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN5493,CUST021,2024-01-04 16:24:00,27340.44,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5494,CUST033,2024-01-04 09:12:00,13888.08,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5495,CUST034,2024-01-04 14:24:00,1257.42,Bet365,GAMBLING,IN,UPI,SUCCESS
TXN5496,CUST008,2024-01-04 04:44:00,20883.88,Uber,TRAVEL,IN,WALLET,FAILED
TXN5497,CUST009,2024-01-04 01:23:00,15338.24,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5498,CUST050,2024-01-04 11:46:00,17870.8,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5499,CUST024,2024-01-04 20:37:00,19231.46,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5500,CUST031,2024-01-04 09:53:00,7916.83,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5501,CUST047,2024-01-04 01:58:00,23844.07,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5502,CUST040,2024-01-04 22:12:00,6667.65,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5503,CUST004,2024-01-04 00:07:00,6049.2,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5504,CUST005,2024-01-04 05:18:00,25225.32,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5505,CUST050,2024-01-04 10:45:00,10667.83,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5506,CUST040,2024-01-04 05:30:00,7204.62,MakeMyTrip,TRAVEL,IN,UPI,FAILED
TXN5507,CUST024,2024-01-04 23:43:00,26898.39,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5508,CUST033,2024-01-04 08:07:00,18760.28,Binance,CRYPTO,IN,CARD,FAILED
TXN5509,CUST027,2024-01-04 04:45:00,17486.12,Uber,TRAVEL,IN,UPI,FAILED
TXN5510,CUST025,2024-01-04 05:00:00,752.83,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5511,CUST050,2024-01-04 15:25:00,22232.59,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5512,CUST020,2024-01-04 17:40:00,16470.39,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5513,CUST031,2024-01-04 06:24:00,25440.63,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5514,CUST018,2024-01-04 23:13:00,28804.55,Binance,CRYPTO,IN,UPI,SUCCESS
TXN5515,CUST020,2024-01-04 11:16:00,28269.77,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5516,CUST046,2024-01-04 14:34:00,27122.03,Netflix,ENTERTAINMENT,IN,WALLET,FAILED
TXN5517,,2024-01-04 17:22:00,11964.49,Bet365,GAMBLING,IN,WALLET,FAILED
TXN5518,CUST016,2024-01-04 00:35:00,13614.44,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5519,CUST018,2024-01-04 16:18:00,27913.5,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5520,,2024-01-04 17:22:00,21855.61,Amazon,ECOMMERCE,IN,WALLET,SUCCESS
TXN5521,CUST001,2024-01-04 06:34:00,26722.05,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5522,CUST039,2024-01-04 04:48:00,6971.52,Bet365,GAMBLING,IN,CARD,FAILED
TXN5523,CUST027,2024-01-04 15:07:00,21598.81,Flipkart,ECOMMERCE,IN,CARD,SUCCESS
TXN5524,CUST033,2024-01-04 13:07:00,26031.26,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5525,CUST016,2024-01-04 12:38:00,7758.23,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5526,,2024-01-04 07:05:00,20155.12,Bet365,GAMBLING,IN,WALLET,FAILED
TXN5527,CUST049,2024-01-04 06:03:00,22228.05,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5528,CUST009,2024-01-04 12:02:00,9006.66,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5529,CUST008,2024-01-04 15:48:00,22550.27,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5530,CUST003,2024-01-04 17:49:00,5507.79,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5531,CUST027,2024-01-04 07:49:00,18068.5,Bet365,GAMBLING,IN,WALLET,SUCCESS
TXN5532,CUST023,2024-01-04 23:01:00,7726.26,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN5533,CUST037,2024-01-04 20:37:00,2310.97,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5534,CUST037,2024-01-04 14:35:00,21808.24,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5535,CUST040,2024-01-04 06:54:00,1412.29,MakeMyTrip,TRAVEL,IN,UPI,SUCCESS
TXN5536,CUST030,2024-01-04 22:45:00,2536.93,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5537,CUST019,2024-01-04 03:24:00,7927.1,Binance,CRYPTO,IN,WALLET,SUCCESS
TXN5538,CUST040,2024-01-04 22:57:00,2851.48,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5539,CUST044,2024-01-04 15:58:00,13854.47,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5540,CUST011,2024-01-04 12:25:00,6642.63,Binance,CRYPTO,IN,UPI,SUCCESS
TXN5541,CUST024,2024-01-04 06:30:00,6363.26,Swiggy,FOOD,IN,WALLET,FAILED
TXN5542,CUST005,2024-01-04 15:53:00,12698.5,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5543,CUST042,2024-01-04 08:30:00,6881.85,Uber,TRAVEL,IN,CARD,FAILED
TXN5544,CUST049,2024-01-04 19:32:00,9435.62,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5545,CUST046,2024-01-04 20:08:00,17840.38,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5546,CUST042,2024-01-04 04:58:00,5702.69,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5547,CUST019,2024-01-04 15:36:00,189.1,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5548,,2024-01-04 06:17:00,5539.32,Amazon,ECOMMERCE,IN,CARD,FAILED
TXN5549,CUST043,2024-01-04 01:02:00,3558.58,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5550,CUST038,2024-01-04 16:39:00,27755.93,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5551,CUST010,2024-01-04 05:24:00,26058.5,Amazon,ECOMMERCE,IN,WALLET,FAILED
TXN5552,,2024-01-04 15:02:00,8754.07,Flipkart,ECOMMERCE,IN,WALLET,FAILED
TXN5553,CUST019,2024-01-04 10:31:00,19299.18,Bet365,GAMBLING,IN,WALLET,FAILED
TXN5554,CUST001,2024-01-04 13:24:00,10899.74,Swiggy,FOOD,IN,WALLET,FAILED
TXN5555,CUST045,2024-01-04 08:19:00,9155.36,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5556,CUST038,2024-01-04 01:39:00,26245.14,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN5557,CUST003,2024-01-04 14:04:00,17210.67,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5558,CUST038,2024-01-04 08:32:00,26260.81,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5559,CUST040,2024-01-04 22:51:00,28312.45,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5560,CUST047,2024-01-04 05:08:00,91.2,Bet365,GAMBLING,IN,CARD,FAILED
TXN5561,CUST007,2024-01-04 02:28:00,13406.96,Flipkart,ECOMMERCE,IN,CARD,FAILED
TXN5562,CUST039,2024-01-04 17:03:00,15708.91,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5563,CUST046,2024-01-04 06:50:00,22475.69,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5564,,2024-01-04 23:19:00,24560.33,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN5565,,2024-01-04 07:40:00,17862.9,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5566,,2024-01-04 13:54:00,18521.33,MakeMyTrip,TRAVEL,IN,CARD,SUCCESS
TXN5567,CUST009,2024-01-04 10:49:00,898.31,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5568,CUST038,2024-01-04 07:06:00,11362.37,Flipkart,ECOMMERCE,IN,UPI,FAILED
TXN5569,CUST043,2024-01-04 20:30:00,11822.97,Uber,TRAVEL,IN,UPI,FAILED
TXN5570,CUST015,2024-01-04 01:04:00,4335.57,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5571,CUST029,2024-01-04 15:32:00,16040.4,Flipkart,ECOMMERCE,IN,WALLET,SUCCESS
TXN5572,CUST050,2024-01-04 03:19:00,23035.16,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN5573,CUST032,2024-01-04 12:35:00,21182.85,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5574,,2024-01-04 06:18:00,16630.21,Swiggy,FOOD,IN,WALLET,SUCCESS
TXN5575,CUST027,2024-01-04 17:11:00,3025.09,Netflix,ENTERTAINMENT,IN,UPI,SUCCESS
TXN5576,CUST015,2024-01-04 19:28:00,14598.85,Swiggy,FOOD,IN,CARD,SUCCESS
TXN5577,CUST015,2024-01-04 22:26:00,6610.77,Binance,CRYPTO,IN,CARD,SUCCESS
TXN5578,CUST037,2024-01-04 04:08:00,23140.69,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5579,CUST021,2024-01-04 01:28:00,8124.53,Netflix,ENTERTAINMENT,IN,WALLET,SUCCESS
TXN5580,CUST044,2024-01-04 13:28:00,8220.08,MakeMyTrip,TRAVEL,IN,CARD,FAILED
TXN5581,CUST020,2024-01-04 03:53:00,13020.42,Uber,TRAVEL,IN,WALLET,SUCCESS
TXN5582,CUST029,2024-01-04 19:44:00,12508.75,Binance,CRYPTO,IN,CARD,FAILED
TXN5583,CUST007,2024-01-04 13:57:00,16357.47,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5584,CUST003,2024-01-04 12:31:00,570.89,Binance,CRYPTO,IN,UPI,FAILED
TXN5585,CUST027,2024-01-04 01:33:00,25086.44,Uber,TRAVEL,IN,UPI,SUCCESS
TXN5586,CUST038,2024-01-04 17:34:00,5904.27,Netflix,ENTERTAINMENT,IN,CARD,SUCCESS
TXN5587,CUST008,2024-01-04 21:00:00,28374.06,Uber,TRAVEL,IN,CARD,SUCCESS
TXN5588,CUST005,2024-01-04 19:07:00,11329.46,Uber,TRAVEL,IN,WALLET,FAILED
TXN5589,CUST018,2024-01-04 18:42:00,24425.08,Amazon,ECOMMERCE,IN,UPI,SUCCESS
TXN5590,CUST027,2024-01-04 00:08:00,6668.73,Swiggy,FOOD,IN,UPI,FAILED
TXN5591,CUST004,2024-01-04 07:56:00,19383.7,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
TXN5592,CUST023,2024-01-04 05:19:00,27219.36,Bet365,GAMBLING,IN,CARD,SUCCESS
TXN5593,CUST001,2024-01-04 14:36:00,27515.48,Amazon,ECOMMERCE,IN,UPI,FAILED
TXN5594,,2024-01-04 10:39:00,4247.27,MakeMyTrip,TRAVEL,IN,UPI,FAILED
TXN5595,CUST020,2024-01-04 10:45:00,11895.87,Binance,CRYPTO,IN,WALLET,FAILED
TXN5596,CUST019,2024-01-04 01:39:00,12886.95,Amazon,ECOMMERCE,IN,CARD,SUCCESS
TXN5597,CUST044,2024-01-04 07:35:00,27589.63,Bet365,GAMBLING,IN,CARD,FAILED
TXN5598,CUST038,2024-01-04 15:18:00,653.11,Netflix,ENTERTAINMENT,IN,UPI,FAILED
TXN5599,CUST026,2024-01-04 22:31:00,5222.1,MakeMyTrip,TRAVEL,IN,WALLET,FAILED
